illgrýti	(jarðfr.)grót ið er til bága,eitt skarð við niðurraplaðum urðum og illgrýti
illlendi	(jarðfr.)oyðilendi berkað og gjøgnumgrivið av regni[en.badland]
ilt	(evnafr.)súrevni[da.ilt,en.oxygen]
inna	(teld.)gera tað sum liggur í forriti[en.execute]
innaneftirlit	(ídn.)eftirlit ið stovnur P|el.| framleiðari sjálvur stendur fyri og fremur[da.egenkontrol,en.internal control, self-regulation]
innblásing	(tøkni)luft latin uttanífrá inn í eitt rúm umvegis eina rørskipan og ein innblásingarventilel.tíl.[da.indblæsning]
innblásingarskipan	(tøkni)skipan ið skapar møguleikar fyri innblásing[da.indblæsningssystem]
innblásingarventilur	(tøkni)luftnýggjanarventilur til innblásingar[da.indblæsningsventil]
inndekningur	(húsasm.)umgerð[da.inddækning,en.covering, flashing]
inndriv	(jarðfr.)tað at poknut grótsløg, sandurel.leir verða gjøgnumsett av úrskildum steinsløgum[da.imprægnation]
inngerð	(húsasm.)umgerð[da.inddækning,en.covering, flashing]
innhurð	(húsasm.)hurð fyri inndurum
inniloka	(jarðfr.) [da.xeolit]
innilokaður	(handv.)(um bygning í gerð)taktur og við ísettum vindeygum og hurðum,húsini eru innilokað[da.indelukket,en.shut in]
inniloking	(handv.)tað at loka inni(P|t.d.| skildra av til rúm inni í húsi)[da.indelukning]
inniluft	(tøkni)viðurskifti innandura við atliti at luft, vætu, luftnýggjan, støðuravmagni P|o.tíl.|[da.indeklima,en.indoor climate]
innknappur	(teld.)(á knappaborði)knappur 1(3) gevur atgongd at tekstluti[da.entertast,en.enter key]
innlag	(húsasm.)lag av leiri sett í bjálkalag á innlagsbretti ímillum gólvbretti og loftsformar[da.indskud,en.deposit]
innlagsfjøl	(húsasm.)fjøl ið ber innlagi(millum gólvbretti og loftsformar)[da.indskudsbræt]
innlegging	(ravm.)tað at leggja ravmagn o.a. inn í hús[da.installation,en.installation]
innleggingarkassi	(ravm.)kassi til rør, leidningar og kaðalar(vanl.sett undir lofti)[da.installationskasse,en.service box]
innleggingarrás	(ravm.)rás í gólvi, veggiel.lofti har ið innleggingarleidningar og rør verða løgd(í rásina kunnu innbyggjast úttøka, avbrótari, stikkkontakt o.a.),innleggingarrenna[da.installationskanal]
innleggingarrenna	(ravm.)innleggingarrenna[da.installationskanal]
innleggingarsloka	(ravm.)sloka nýtt til vatnrør, frárenslrør og ravmagnsleiðingar[da.installationsskakt]
innleggjari	(ravm.)ein ið leggur inn ravmagn í hús[da.installatør,en.electrician]
innmorena	(jarðfr.)morena innan í ísi[da.indre moræne]
innramma	(húsasm.)ramma sett á innsíðu á vindeyga fyri at minka um hitamiss(mótsett innrúti kann innramma latast upp sjálvstøðugt)[da.forsatsramme]
innrenslfiltur	(tøkni)filtur í innrensli[da.indløbsfilter,en.suction filter]
