Ø,ø1	1málljóð2bókstavur3(st) østeystur4(st) østereystur-, eystara-;(td)Ø. Bregninge5(st) øre
ø2	oyggj (ísmst.-oy,t.d.Suðuroy);Grønland er verdens største øGrønland er heimsins størsta oyggj
øboer	síøbo
øbo,øboer	oyggjarbúgvi,(skaldsk.)oyggja(r)skeggi;øboereoyggjafólk, oyggjabúgvar
øbøh	hmm, ø
ØD	(st.) økonomisk demokrati; síøkonomisk
øde1	oyða, oyði, oyðimørk, oyðiland, óbýli;lægge ø.oyða, leggja í oyði;et vidtstrakt ø. bredte sig forvore øjnevíðlend oyðimørk sást í allar ættir
øde2	oyðin; óbygdur; manntómur; avdankaður;en ø.egnoyðiøki, óbygt øki, oyðistrok;ø. stedoyðistað;ø. strækningoyða, oyði, oyðistrok;en ø. øóbygd oyggj, oyðioyggj;i den øde/tomme hal(skaldsk.)í oyðini høll;om natten lå gaden ø.henum náttina var gøtan manntóm;lægge ø.leggja í oyði;stormen har lagt egnen ø.ódnin hevur niðurslættað alt økið, ódnin hevur lagt alt økið oyði
øde3	oyða, søpla burtur, skvatla burtur, spilla burtur, sløða burtur;ø. sin formue bortsøpla pengarnar (hjá sær) burtur;ø. sin kærlighed påéngeva einum/eini allan sín kærleika, spilla sín kærleika burtur upp á ein//eina
ødegård	avtoftaður garður, oyðigarður(smb.oyðibygd, oyðioyggj), oyðibýli(serst.nýtt ísamb.við avtoftaðar garðar í Svøríki, iðt.d.danir hava keypt til summ arhús)
ødeland	oyðsl, oyðiland, amari, oyðari, oyðsla, oyðslari, skrutt
